TRADEDATE,CLOSE,log_return_close
2016-12-28,159646.69,
2017-01-04,158952.36,
2017-01-11,158470.18,
2017-01-18,157778.75,
2017-01-25,157832.09,
2017-02-01,159664.11,
2017-02-08,159020.3,
2017-02-15,159135.45,
2017-02-22,160328.31,
2017-03-01,159480.39,
2017-03-08,160969.3,
2017-03-15,161290.53,
2017-03-22,160626.76,
2017-03-29,159647.91,5.884634646236009e-07
2017-04-05,159775.14,0.0003967867013674464
2017-04-12,158288.8,-8.745720862179951e-05
2017-04-19,158677.63,0.0004333440323005533
2017-04-26,159314.81,0.000714399288217038
2017-05-03,158496.88,-0.0005623481810737019
2017-05-10,158571.02,-0.00021653847686131655
2017-05-17,157885.33,-0.000602764405508438
2017-05-24,157767.2,-0.0012360140047622536
2017-05-31,156256.45,-0.0015580766646117183
2017-06-07,156792.59,-0.0020221510866367254
2017-06-14,157168.96,-0.0019994716242770494
2017-06-21,157126.29,-0.0017013064897621888
2017-06-28,158539.88,-0.0005391309568736347
2017-07-05,158497.8,-0.0006218725254090174
2017-07-12,157889.15,-0.00019464891469667123
2017-07-19,158302.11,-0.00018293096779942175
2017-07-26,158459.89,-0.000416590938224104
2017-08-02,159505.6,0.0004915171798796081
2017-08-09,159464.2,0.00043501663736478235
2017-08-16,158500.09,0.0002993043474841528
2017-08-23,156225.8,-0.0007506211055172685
2017-08-30,155436.73,-0.0003994116074874654
2017-09-06,156752.92,-1.9333402084598106e-05
2017-09-13,156658.86,-0.00024863347132253466
2017-09-20,157844.88,0.0003502380892257406
2017-09-27,158431.64,-5.274792648712889e-05
2017-10-04,157729.48,-0.00037450060221111414
2017-10-11,157856.88,-1.573236768770414e-05
2017-10-18,158598.61,0.00014454126437613013
2017-10-25,158427.57,-1.5754714537408177e-05
2017-11-01,157918.22,-0.0007740902411565997
2017-11-08,158508.82,-0.00046618271034226666
2017-11-15,158024.43,-0.00023218186718487743
2017-11-22,156617.47,0.00019118810907770012
2017-11-29,156166.4,0.00035608052469271456
2017-12-06,155967.04,-0.00038351638591827
2017-12-13,155622.97,-0.0005057482953780834
2017-12-20,156218.27,-0.0007946696015892485
2017-12-27,157586.05,-0.000413357030584649
2018-01-03,157039.44,-0.0003374448407100772
2018-01-10,156989.17,-0.0004244910906887611
2018-01-17,156986.15,-0.0007893079773602096
2018-01-24,155992.16,-0.0011933288402676823
2018-01-31,157317.44,-0.0002945958613125299
2018-02-07,156339.46,-0.0010644809745006256
2018-02-14,156917.05,-0.0005438162786397527
2018-02-21,157012.77,0.00019415933421385034
2018-02-28,156980.98,0.0003999780742507397
2018-03-07,157414.89,0.0007105339959103674
2018-03-14,158079.46,0.0012043714679439432
2018-03-21,157384.79,0.0005714155570633039
2018-03-28,156769.31,-0.0004000428259907096
2018-04-04,156725.55,-0.00015378727654891122
2018-04-11,156243.78,-0.0003652911936491421
2018-04-18,155408.84,-0.0007734281209756944
2018-04-25,157889.29,0.0009301777586223636
2018-05-02,157153.46,-8.036653102116986e-05
2018-05-09,157449.88,0.0005440902134861147
2018-05-16,158332.85,0.0006932930543257498
2018-05-23,157357.35,0.0001686622326406706
2018-05-30,157700.16,0.0003519267942468929
2018-06-06,158419.99,0.0004916327734250103
2018-06-13,159020.35,0.00046000628013231903
2018-06-20,159287.38,0.000929540613549662
2018-06-27,158864.34,0.0010225616696786233
2018-07-04,159738.91,0.001468957515383451
2018-07-11,159218.86,0.0014481829062429341
2018-07-18,159580.07,0.0020269090549245306
2018-07-25,159750.66,0.0009031640405439134
2018-08-01,159190.68,0.0009875549987086174
2018-08-08,159691.82,0.0010856682761613001
2018-08-15,160615.38,0.0011041145940353658
2018-08-22,162970.81,0.0027101910800571005
2018-08-29,162344.23,0.002236628685672315
2018-09-05,162467.49,0.0019452433122317814
2018-09-12,161753.02,0.0013111946644208672
2018-09-19,160867.26,0.0007572773081374606
2018-09-26,161429.18,0.0012281741941002622
2018-10-03,162619.32,0.0013774891291404856
2018-10-10,163417.03,0.0020042851544648244
2018-10-17,165094.56,0.0026266318091607843
2018-10-24,166180.94,0.003054148294438619
2018-10-31,166380.4,0.0034038454829588005
2018-11-07,167146.07,0.00351689158594759
2018-11-14,166358.38,0.0027011189571393146
2018-11-21,167319.51,0.0020404914159914966
2018-11-28,167768.52,0.0025393565325444456
2018-12-05,167599.18,0.002396455720948154
2018-12-12,168950.26,0.003351403736974845
2018-12-19,168344.42,0.003469893920653888
2018-12-26,169104.31,0.0035492865105162252
2019-01-02,169433.38,0.003140571150963112
2019-01-09,169302.81,0.002704814247024956
2019-01-16,169302.12,0.0019291125162990141
2019-01-23,169428.08,0.0014862321419215618
2019-01-30,170914.04,0.0020713815492889864
2019-02-06,171341.58,0.00191307778972849
2019-02-13,170971.62,0.0020993392198391803
2019-02-20,171884.29,0.002072957609085435
2019-02-27,172979.39,0.0023611193341857017
2019-03-06,172930.86,0.002410103606090175
2019-03-13,173882.06,0.0022241843764518876
2019-03-20,175594.6,0.0032607910345738844
2019-03-27,175817.59,0.003009867052439219
2019-04-03,177414.03,0.0035663400032515113
2019-04-10,177950.43,0.0038500873492903764
2019-04-17,177476.03,0.0036256054522709746
2019-04-24,178372.21,0.003952239367555066
2019-05-01,177801.18,0.003032685726074291
2019-05-08,176249.37,0.0021554996142718608
2019-05-15,175919.62,0.002168466567230354
2019-05-22,177685.04,0.002536211977329117
2019-05-29,179623.44,0.0028970396655179087
2019-06-05,180445.86,0.003266721038217568
2019-06-12,180945.23,0.0030606155726911055
2019-06-19,179524.29,0.0016987679019582202
2019-06-26,179802.26,0.0017195936225000708
2019-07-03,180038.64,0.001131043393332476
2019-07-10,180016.65,0.0008895130001818075
2019-07-17,180963.72,0.0014996668260671697
2019-07-24,181106.93,0.0011743272550948092
2019-07-31,180579.28,0.001191544880146722
2019-08-07,179041.85,0.0011962834409793288
2019-08-14,178010.78,0.0008949055437739162
2019-08-21,179726.4,0.0008728219903257894
2019-08-28,181144.15,0.0006497134726739517
2019-09-04,180804.81,0.00015329749703951734
2019-09-11,181413.06,0.0001997618300624282
2019-09-18,181197.99,0.0007143376711589156
2019-09-25,181199.02,0.0005957488983518999
2019-10-02,182055.52,0.0008596179629840606
2019-10-09,182966.35,0.0012558676798928303
2019-10-16,182821.2,0.0007900342823745632
2019-10-23,182584.36,0.000627943831327471
2019-10-30,182373.17,0.0007619173901609599
2019-11-06,181284.26,0.0009516012568369092
2019-11-13,181804.98,0.001608067777805644
2019-11-20,180825.55,0.0004653619788808072
2019-11-27,180221.66,-0.0003905524412353145
2019-12-04,180602.58,-8.563803185701602e-05
2019-12-11,179888.3,-0.0006459240207288275
2019-12-18,179488.66,-0.0007246085687917514
2019-12-25,179350.75,-0.0007840984130034201
2020-01-01,180783.22,-0.0005401100292488081
2020-01-08,179993.73,-0.0012630590051774249
2020-01-15,180693.39,-0.0009050819619638162
2020-01-22,182583.81,-2.3405307736368286e-07
2020-01-29,182689.9,0.00013477571696185464
2020-02-05,181807.72,0.00022270415744429783
2020-02-12,182646.23,0.0003578028899422492
2020-02-19,181599.68,0.0003291421464393096
2020-02-26,181311.27,0.00046309345768413834
2020-03-04,182570.62,0.0008358905333754052
2020-03-11,182274.24,0.001012450119111108
2020-03-18,183497.2,0.0016986800693192805
2020-03-25,184642.5,0.0022380500758298894
2020-04-01,183592.14,0.0011859500682707136
2020-04-08,185106.55,0.002155072995410734
2020-04-15,184422.12,0.0015687503654628898
2020-04-22,183955.82,0.0005766129058919489
2020-04-29,183525.31,0.00035093391466212154
2020-05-06,183189.84,0.000580322219645879
2020-05-13,184648.25,0.0008400080192352277
2020-05-20,184407.55,0.0011769392062888073
2020-05-27,185236.54,0.0016429872969450088
2020-06-03,185694.75,0.001305730293067242
2020-06-10,184662.57,0.0009970540137285155
2020-06-17,182667.47,-0.0003462739697770445
2020-06-24,183780.15,-0.0003600144968984864
2020-07-01,184583.68,0.0004139376695295738
2020-07-08,186435.0,0.0005543188761407691
2020-07-15,186347.68,0.0008029283303905288
2020-07-22,185810.31,0.0007726842907835874
2020-07-29,188465.96,0.0020556418337669413
2020-08-05,188577.7,0.002236904955871921
2020-08-12,190255.16,0.002322548194332086
2020-08-19,191236.39,0.002821441417664161
2020-08-26,189603.28,0.00180002269846824
2020-09-02,191745.37,0.0024887952395982182
2020-09-09,191553.06,0.0028267350916220124
2020-09-16,191871.57,0.003763441604595741
2020-09-23,192843.85,0.003692244086213492
2020-09-30,191913.57,0.0029760103125582305
2020-10-07,193108.83,0.002701961687430199
2020-10-14,194486.48,0.003285218504249343
2020-10-21,195493.32,0.0038945306172237792
2020-10-28,196634.67,0.003273721530984375
2020-11-05,197358.61,0.003507157780463288
2020-11-11,198286.64,0.0031970953460831453
2020-11-18,199194.1,0.0031576805847297607
2020-11-25,199589.71,0.003948636283816143
2020-12-02,200369.99,0.0033976737994869666
2020-12-09,200975.18,0.003698702033286594
2020-12-16,201806.25,0.003885149720897374
2020-12-23,204029.43,0.00435634931083051
2020-12-30,205220.19,0.005157815820581391
2021-01-06,205331.12,0.004714189754638554
2021-01-13,204928.21,0.004009891630307294
2021-01-20,205729.38,0.003915363300690089
2021-01-27,207569.96,0.00416595596385072
2021-02-03,209347.5,0.0045474840653838555
2021-02-10,209640.21,0.004287520377081577
2021-02-17,209465.25,0.00386298507071281
2021-02-24,211396.41,0.004422148358168343
2021-03-03,212773.53,0.0046247248057635915
2021-03-10,214959.15,0.005188474873136784
2021-03-17,218250.16,0.006066945073488483
2021-03-24,217864.79,0.0050761674471075935
2021-03-31,217665.48,0.004544242965661027
2021-04-07,219942.97,0.005309112919620773
2021-04-14,219186.09,0.005153470812324201
2021-04-21,221193.3,0.005559530055977646
2021-04-28,220921.89,0.004775495710322986
2021-05-05,222146.15,0.004556299235714434
2021-05-12,223605.36,0.004948001024207116
2021-05-24,224687.2,0.005365557192439141
2021-05-26,224214.03,0.0044958385794835465
2021-06-02,225354.8,0.004393367673815263
2021-06-09,225609.87,0.003704194416959794
2021-06-16,226753.63,0.0029475872155213523
2021-06-23,228002.57,0.00350277788344755
2021-06-30,229635.5,0.004120114044861012
2021-07-07,231225.74,0.0038680806316762073
2021-07-14,233568.44,0.004909118626615694
2021-07-21,234726.73,0.004597452832424409
2021-07-28,235973.32,0.005088430131754862
2021-08-04,236690.72,0.004892598987655816
2021-08-11,236165.8,0.0042059874098701044
2021-08-18,236618.8,0.003979096445874575
2021-08-25,237793.95,0.004509616488402202
2021-09-01,236871.1,0.0038084584905675456
2021-09-08,239221.65,0.0044828132813936605
2021-09-15,241041.16,0.00468384307830938
2021-09-22,240911.82,0.004213221535927403
2021-09-29,242711.33,0.004249568875241749
2021-10-06,243133.41,0.0038542752645582823
2021-10-13,242795.9,0.002976561908496933
2021-10-20,244004.28,0.0029838141699709553
2021-10-27,248335.64,0.0039621419562561044
2021-11-03,249764.49,0.004173152954411563
2021-11-10,250093.87,0.004426769553347754
2021-11-17,251942.74,0.004847885789788009
2021-11-24,252660.19,0.0046807343292112336
2021-12-01,252863.74,0.005011046261385488
2021-12-08,254462.08,0.004752098972073071
2021-12-15,255933.43,0.00462182670963962
2021-12-22,256386.67,0.00478010651205274
2021-12-29,257412.94,0.004520188373444256
2022-01-05,257310.3,0.004339590583960273
2022-01-12,257591.8,0.00450907734616024
2022-01-19,258980.96,0.004543558118333735
2022-01-26,262494.76,0.004276628865406806
2022-02-02,264220.24,0.004347436290203177
2022-02-09,264328.38,0.004262510936250408
2022-02-16,264330.99,0.003694920451865258
2022-02-24,265189.76,0.003723235122709667
2022-03-01,264533.7,0.003455372586765648
2022-03-08,266111.68,0.0034374767444234067
2022-03-16,268455.09,0.00368166889164101
2022-03-23,270619.04,0.0041682656130852536
2022-03-30,276245.76,0.005489037880215264
2022-04-06,279511.26,0.006432262295142266
2022-04-13,281195.12,0.0067934919213445966
2022-04-20,282993.79,0.006864320320380202
2022-04-27,283098.88,0.005852575967937312
2022-05-04,285641.7,0.006048639455013216
2022-05-11,285152.2,0.005845025351860045
2022-05-18,288725.1,0.006803996104896015
2022-05-25,288819.76,0.006547020875451892
2022-06-01,288044.88,0.006471835047486607
2022-06-08,285523.66,0.005312075658252979
2022-06-15,282530.73,0.003834217277072227
2022-06-22,277878.18,0.0019716653564270104
2022-06-29,274767.47,-0.0004012053529454107
2022-07-06,271758.38,-0.0021067580478373316
2022-07-13,268993.18,-0.0033247561910254575
2022-07-20,268552.95,-0.003949142447797982
2022-07-27,270646.28,-0.0034179854008229427
2022-08-03,271752.42,-0.0038261579175085103
2022-08-10,273479.32,-0.003226954328786391
2022-08-17,272879.2,-0.00439731052649428
2022-08-24,270706.33,-0.005050360104680962
2022-08-31,269102.87,-0.005308809319034324
2022-09-07,268571.69,-0.004775084126587004
2022-09-16,269230.7,-0.0037624221728211893
2022-09-21,268714.08,-0.0026006780225618087
2022-09-28,271231.76,-0.0010052093450756416
2022-10-05,270946.43,-0.00023098172454361077
2022-10-12,270901.14,0.0005426876126453095
2022-10-19,270158.67,0.00045649233754829766
2022-10-26,268979.71,-0.0004737955661333615
2022-11-02,266660.74,-0.0014489253589520246
2022-11-09,265458.95,-0.0022866011549282916
2022-11-16,264946.29,-0.00226682141387613
2022-11-23,263011.25,-0.0022037823628995312
2022-11-30,261877.38,-0.002073727694565264
2022-12-07,260676.49,-0.00227086313342717
2022-12-14,259275.29,-0.00287080317048094
2022-12-21,258915.19,-0.002833739203639496
2022-12-28,257917.82,-0.0038631687729235864
2023-01-04,255660.78,-0.004453760990831057
2023-01-11,254934.94,-0.004673329981269347
2023-01-18,253316.39,-0.004953545609250654
2023-01-25,254632.42,-0.004239176047521553
2023-02-01,253777.9,-0.0038218503661688885
2023-02-08,254855.64,-0.003156595691656605
2023-02-15,254311.87,-0.003175896863128358
2023-02-22,255862.61,-0.0021405755750212307
2023-03-01,256915.95,-0.001488339674477146
2023-03-09,256602.36,-0.0012238241670026184
2023-03-15,257479.07,-0.0005400409721385557
2023-03-22,256982.3,-0.0005814573320854777
2023-03-29,255997.39,-0.0005780441047757989
2023-04-05,255503.23,-4.743694691633493e-05
2023-04-12,254579.58,-0.00010700409534081246
2023-04-19,255262.93,0.0005859913081263102
2023-04-26,255210.95,0.0001740959551028709
2023-05-03,260118.17,0.0019059820260398652
2023-05-10,259966.15,0.001533657580159442
2023-05-17,260960.66,0.001991779283862627
2023-05-24,261755.1,0.0017619044913192994
2023-05-31,261092.38,0.0012469108020862762
2023-06-07,262258.53,0.0016862256402294662
2023-06-14,263464.66,0.0017813416460832343
2023-06-21,263986.1,0.002080345254240612
2023-06-28,265953.35,0.0029497992611915436
2023-07-05,266048.92,0.0031150665772514685
2023-07-12,265820.03,0.003309641094380922
2023-07-19,265105.97,0.002889218812910599
2023-07-26,265211.84,0.0029270278096866775
2023-08-02,264312.51,0.0012250402217492962
2023-08-09,268114.16,0.0023755071689723906
2023-08-16,269031.53,0.002347467377413537
2023-08-23,271506.67,0.0028289785863506722
2023-08-30,272182.77,0.0032076801084937046
2023-09-06,273510.84,0.0032440306240957284
2023-09-13,275555.99,0.0034742290840323875
2023-09-20,276984.77,0.003721523157809159
2023-09-27,277555.51,0.003310044440402393
2023-10-04,278455.53,0.0035274700125373926
2023-10-11,280283.98,0.0040967687576713985
2023-10-18,280149.17,0.004243104872475811
2023-10-25,281601.21,0.004602406351290611
2023-11-01,282709.06,0.005140948438851822
2023-11-08,283840.79,0.004373977296145526
2023-11-15,285497.97,0.004559326554135268
2023-11-22,286147.47,0.004036447643075647
2023-11-29,286436.14,0.003914043652921251
2023-12-06,286592.02,0.0035787226301522423
2023-12-13,286224.46,0.0029092061766018418
2023-12-20,285092.83,0.0022053563095898454
2023-12-27,285189.63,0.0020720106668150606
2024-01-03,284198.72,0.0015559599664030088
2024-01-11,284967.16,0.0012669897575534605
2024-01-17,284708.22,0.001231867480083082
2024-01-24,286548.41,0.0013350320848015684
2024-01-31,287834.05,0.0013811328266246647
2024-02-07,288148.81,0.0011594938682204514
2024-02-14,292247.15,0.0018138278776849148
2024-02-21,292150.8,0.0016106222014755645
2024-02-28,293940.51,0.0020096921472418927
2024-03-06,291393.39,0.0012837053836491918
2024-03-13,296472.59,0.0027344637728710097
2024-03-20,295859.56,0.0028648078026503043
2024-03-27,294482.13,0.002465963899542345
2024-04-03,294931.38,0.0028405940684965714
2024-04-10,297302.97,0.0032549610590830724
2024-04-17,297441.98,0.003348889106540298
2024-04-24,300326.99,0.0036110807275182566
2024-05-02,300869.47,0.0034043516071946556
2024-05-08,298514.2,0.0026987945438676775
2024-05-15,296469.03,0.0010971497097429506
2024-05-22,294218.03,0.0005367771501987306
2024-05-29,297262.28,0.0008619281141974966
2024-06-05,298515.36,0.0018454983860394236
2024-06-13,301057.24,0.0011862095752785962
2024-06-19,302090.91,0.0016100159186738239
2024-06-26,303081.32,0.002217554903435115
2024-07-03,303560.95,0.0022204566049737195
2024-07-10,303171.16,0.001507120288188446
2024-07-17,304036.89,0.001691056571404559
2024-07-24,299519.72,-0.00020684538482740322
2024-07-31,295107.44,-0.0014776387761710197
2024-08-07,294826.72,-0.0009467796545870044
2024-08-14,291119.9,-0.0013750121909890112
2024-08-21,294892.47,0.00017347131100287072
2024-08-28,294137.92,-0.0008038634576426062
2024-09-04,294336.83,-0.001076100819332737
2024-09-11,297500.23,-0.0009169535065236545
2024-09-18,297128.52,-0.0012806495801704898
2024-09-25,299747.7,-0.0008612329389467988
2024-10-02,299626.81,-0.0010173309775893813
2024-10-09,297424.29,-0.001487948241512882
2024-10-16,298963.35,-0.0013154559218158113
2024-10-23,297713.68,-0.000468683888895427
2024-10-30,297386.37,0.0005913668869048649
2024-11-06,298471.38,0.0009450382828948278
2024-11-13,297851.71,0.0017431728567540716
2024-11-20,296837.07,0.0005029805492249295
2024-11-27,299063.41,0.0012728719168393354
2024-12-04,299826.68,0.0014168102085161394
2024-12-11,299261.36,0.00045408419634895836
2024-12-18,300228.6,0.000798814247305657
2024-12-25,295765.51,-0.001026228929415396
2025-01-03,294754.52,-0.0012570460939240746
2025-01-08,295391.66,-0.000524884041951168
2025-01-15,294264.59,-0.0012144117555639156
2025-01-22,296170.62,-0.00039913141634251303
2025-01-29,296801.49,-0.00015132803888562307
2025-02-05,296596.05,-0.0004853651460372532
2025-02-12,297765.0,-2.2447622278320978e-05
2025-02-19,299069.86,0.0005778677053225323
2025-02-26,299713.25,0.00016812217579165178
2025-03-05,300684.8,0.00022196366099791476
2025-03-12,305712.49,0.0016670913435419266
2025-03-19,307456.08,0.0018644194754475762
2025-03-26,310362.97,0.0037550315095380427
2025-04-02,309858.43,0.0038705242836041265
2025-04-09,307388.46,0.0030636573382167853
2025-04-16,306274.61,0.0030576605799570444
2025-04-23,307149.68,0.002787029543501518
2025-04-30,306127.37,0.002361284597686364
2025-05-07,306115.54,0.002404569297757675
2025-05-14,306300.67,0.002151156413132682
2025-05-21,305889.58,0.0017153839377659352
2025-05-28,308049.22,0.002092781942852895
